"","exon","WT1","WT2","WT3","WT+M1","WT+M2","WT+M2","KO-0-1","KO-0-2","KO-1-1","KO-1-2","KO-2-1","KO-2-2","KO-3-1","KO-3-2","KO-4-1","KO-4-2"
"2614","chr1:89579591-89579688",0.767441860465116,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0
"2615","chr1:89579592-89579654",1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
"2616","chr1:89686470-89686611",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2617","chr1:89821014-89821291",0.342857142857143,0.461538461538462,0.542857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0.483870967741935
"2618","chr1:89821921-89822185",0.657142857142857,0.538461538461538,0.457142857142857,0,1,0,0,0,1,1,1,0.164705882352941,1,1,0.191780821917808,0.516129032258065
"2619","chr1:89843423-89843782",0,0,0,0,0,0,0,1,0,0,0,0.835294117647059,0,0,0.808219178082192,0
"2620","chr1:89843638-89843782",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"2621","chr1:89995110-89995273",0.639575971731449,0.621145374449339,0.685950413223141,0.655629139072848,0.569148936170213,0.56687898089172,0.563106796116505,0.71,0.643939393939394,1,1,0.752475247524752,0.634615384615385,0.755725190839695,0.696629213483146,0.692307692307692
"2622","chr1:89998110-89998154",0.360424028268551,0.378854625550661,0.31404958677686,0.344370860927152,0.430851063829787,0.43312101910828,0.436893203883495,0.29,0.356060606060606,0,0,0.247524752475248,0.365384615384615,0.244274809160305,0.303370786516854,0.307692307692308
"2623","chr1:90982310-90982370",0,0.478260869565217,0,0.535714285714286,0.54,0,0.581081081081081,0.577777777777778,0,0.58,0,0,0,0,0.583333333333333,0
"2624","chr1:91020448-91021201",0.395833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2625","chr1:91021990-91022272",0.604166666666667,0.521739130434783,1,0.464285714285714,0.46,0,0.418918918918919,0.422222222222222,1,0.42,0,1,1,1,0.416666666666667,1
"2626","chr1:9111169-9111489",0.869047619047619,0,0,0,1,0,0,0,0.75,0,0,0,1,1,1,0
"2627","chr1:9128645-9129102",0.130952380952381,1,1,1,0,1,1,0,0.25,1,1,1,0,0,0,1
"2628","chr1:91375358-91375446",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2629","chr1:91500851-91500948",1,1,0.274193548387097,1,1,1,1,1,0.435483870967742,1,1,1,1,1,1,1
"2630","chr1:91501654-91501831",0,0,0.725806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0
"2631","chr1:91513948-91514043",0,0,0,0,0,0,0,0,0.564516129032258,0,0,0,0,0,0,0
"2632","chr1:9183633-9183807",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2633","chr1:92032505-92032590",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2634","chr1:92297404-92298029",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2635","chr1:92298925-92298987",1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"2636","chr1:92299059-92299146",1,1,0.418604651162791,0,0,1,1,0,0,0,0,0,0,0,0,0
"2637","chr1:92301476-92301590",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"2638","chr1:92303977-92304075",0,0,0.581395348837209,0,0,0,0,0,0,0,0,0,0,0,0,0
"2639","chr1:9234774-9235066",0,0,0,0,0,0,0,0,0,0.197183098591549,0,0,0,0,0,0
"2640","chr1:923923-924948",0.407407407407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2641","chr1:9244925-9245561",0,1,1,0,1,1,1,1,1,0.802816901408451,1,1,1,1,1,1
"2642","chr1:925922-926013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"2643","chr1:92736398-92736627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2644","chr1:92832013-92832251",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2645","chr1:930155-930336",0,0,0,0,0,0,0.538461538461538,0,0,0.754098360655738,0,0,0,0,0,0
"2646","chr1:93079235-93079531",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2647","chr1:93179919-93182482",1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
"2648","chr1:93180054-93180516",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2649","chr1:93340458-93340510",0.386138613861386,0.505747126436782,0,0,0.4375,0.640625,0.529411764705882,0.543478260869565,0,0,0,0,0.365384615384615,0,0.487179487179487,0
"2650","chr1:93345540-93346025",0.613861386138614,0.494252873563218,1,1,0.5625,0.359375,0.470588235294118,0.456521739130435,1,1,1,1,0.634615384615385,1,0.512820512820513,1
"2651","chr1:93345907-93346865",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2652","chr1:93448118-93448305",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2653","chr1:93584972-93585101",0,0.2,0,0,0,0,0.204081632653061,0.169811320754717,0,0,0,0,0.09375,0,0,0.107438016528926
"2654","chr1:93591966-93592508",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
"2655","chr1:93613847-93614097",0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2656","chr1:93674614-93674941",0.875862068965517,0,0,0.763888888888889,0.863636363636364,1,0.642857142857143,0.688679245283019,0.743362831858407,0.830188679245283,0.766355140186916,0.779220779220779,0.71875,0.764150943396226,0.792452830188679,0.677685950413223
"2657","chr1:93681598-93681837",0.124137931034483,0.55,1,0.236111111111111,0.136363636363636,0,0.153061224489796,0.141509433962264,0.256637168141593,0.169811320754717,0.233644859813084,0.220779220779221,0.1875,0.235849056603774,0.207547169811321,0.214876033057851
"2658","chr1:93878548-93879918",1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0
"2659","chr1:93904266-93904588",0.346938775510204,0,0,0.648648648648649,0,0.433333333333333,0.531914893617021,0.452380952380952,0.5,0,0,0.657142857142857,0,0,0,0
"2660","chr1:93909038-93909456",0.653061224489796,1,1,0.351351351351351,1,0.566666666666667,0.468085106382979,0.547619047619048,0.5,1,1,0.342857142857143,1,1,1,1
"2661","chr1:94112973-94113066",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"2662","chr1:942103-943058",0.592592592592593,1,1,1,1,1,0.461538461538462,1,1,0.245901639344262,0,1,0,0,0.5,1
"2663","chr1:94231407-94231643",0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
"2664","chr1:94237415-94237633",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"2665","chr1:94418389-94418588",0.177852348993289,0.620253164556962,1,0.145833333333333,0.0985915492957746,0.0857142857142857,0.211538461538462,0.120879120879121,0.184873949579832,0.32,1,1,0.324675324675325,1,0.628571428571429,0.134831460674157
"2666","chr1:94458607-94458643",0.100671140939597,0.379746835443038,0,0.222222222222222,0.133802816901408,0.128571428571429,0,0.208791208791209,0.151260504201681,0,0,0,0,0,0.371428571428571,0.179775280898876
"2667","chr1:94464775-94464873",0.39261744966443,0,0,0.631944444444444,0.767605633802817,0.428571428571429,0.788461538461538,0.67032967032967,0.663865546218487,0.68,0,0,0.675324675324675,0,0,0.685393258426966
"2668","chr1:94513474-94515202",0.328859060402685,0,0,0,0,0.357142857142857,0,0,0,0,0,0,0,0,0,0
"2669","chr1:94535965-94536164",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2670","chr1:94857335-94857500",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2671","chr1:94925633-94925808",0.0284974093264249,0.0379310344827586,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2672","chr1:94926838-94927223",0.971502590673575,0.962068965517241,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2673","chr1:95072763-95072951",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2674","chr1:95143891-95144056",0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0
"2675","chr1:95234210-95234315",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2676","chr1:9539465-9539747",0.126315789473684,0.164556962025316,0.103703703703704,0.184049079754601,0.17877094972067,0.193939393939394,0.136666666666667,0.0787878787878788,0.183006535947712,0.137096774193548,0.213592233009709,0.161290322580645,0.143790849673203,0.117117117117117,0.198347107438017,0.113095238095238
"2677","chr1:9553626-9553805",0.873684210526316,0.835443037974684,0.896296296296296,0.815950920245399,0.82122905027933,0.806060606060606,0.863333333333333,0.921212121212121,0.816993464052288,0.862903225806452,0.786407766990291,0.838709677419355,0.856209150326797,0.882882882882883,0.801652892561983,0.886904761904762
"2678","chr1:957099-959081",0.855687606112054,0.924342105263158,0.869230769230769,0.881606765327696,0.932481751824818,0.920560747663551,0.938215102974828,0.947530864197531,0.910299003322259,0.766187050359712,0.81640625,0.819047619047619,0.88013698630137,0.846153846153846,0.823529411764706,0.871069182389937
"2679","chr1:9588911-9589043",0.25,0,0,0,0,0,0,0,0,0,0,0.444444444444444,0,0,0,0
"2680","chr1:959215-959309",0.144312393887946,0.0756578947368421,0.130769230769231,0.118393234672304,0.0675182481751825,0.0794392523364486,0.0617848970251716,0.0524691358024691,0.0897009966777409,0.233812949640288,0.18359375,0.180952380952381,0.11986301369863,0.153846153846154,0.176470588235294,0.128930817610063
"2681","chr1:9595890-9596010",0,0.441558441558442,0.390625,0,0.478260869565217,0,0,0,0.390625,0,0,0,0,0.516129032258065,0,1
"2682","chr1:9602069-9604954",0.75,0.558441558441558,0.609375,1,0.521739130434783,1,1,0,0.609375,1,0,0.555555555555556,0,0.483870967741935,1,0
"2683","chr1:9607557-9607789",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2684","chr1:961293-961750",0.548387096774194,0.213740458015267,0.344086021505376,0.349397590361446,0.336538461538462,0.370786516853933,0.3,0.378378378378378,0.634146341463415,0.333333333333333,1,1,0.424242424242424,0.415094339622642,0.553191489361702,0.340425531914894
"2685","chr1:963552-964008",0.451612903225806,0.267175572519084,0.193548387096774,0,0,0.213483146067416,0,0,0.365853658536585,0,0,0,0,0,0,0
"2686","chr1:964349-964530",0,0.519083969465649,0.462365591397849,0.650602409638554,0.663461538461538,0.415730337078652,0.7,0.621621621621622,0,0.666666666666667,0,0,0.575757575757576,0.584905660377358,0.446808510638298,0.659574468085106
"2687","chr1:966482-966614",0,0,0,0,0,0,0,0,0,0.292682926829268,0.28169014084507,0,1,0,0,0
"2688","chr1:966704-966803",0,0,0.411764705882353,0,0.202702702702703,0,0,0,0,0,0,0,0,0,0,0
"2689","chr1:96721665-96721896",0.789473684210526,0.760869565217391,1,0.708333333333333,1,1,1,1,1,1,1,1,1,1,1,1
"2690","chr1:96723564-96723594",0.210526315789474,0.239130434782609,0,0.291666666666667,0,0,0,0,0,0,0,0,0,0,0,0
"2691","chr1:970277-970423",0,0,0,0.706896551724138,0,0.75,1,1,0,0,0.71830985915493,0,0,0,1,0.513157894736842
"2692","chr1:97082330-97082470",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"2693","chr1:971077-971208",0.383333333333333,0.447368421052632,0.588235294117647,0.293103448275862,0.283783783783784,0.25,0,0,0.476190476190476,0.707317073170732,0,0,0,1,0,0
"2694","chr1:971324-971523",0.616666666666667,0,0,0,0.324324324324324,0,0,0,0.523809523809524,0,0,0,0,0,0,0.315789473684211
"2695","chr1:9723125-9724421",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2696","chr1:972861-973010",0,0,0,0,0.189189189189189,0,0,0,0,0,0,0,0,0,0,0
"2697","chr1:974316-974364",0,0.552631578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171052631578947
"2698","chr1:9744395-9744643",0,0,0,0,0.536184210526316,0,0,0.5125,0,0,0,0,0,0,0,0
"2699","chr1:97593218-97593387",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2700","chr1:9773272-9773394",0.95414847161572,0.917682926829268,0.947867298578199,1,0.463815789473684,1,0.939306358381503,0.4875,0.921397379912664,0.923766816143498,0.926701570680628,0.86,0.916666666666667,1,0.919354838709677,0.913705583756345
"2701","chr1:97920884-97921049",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"2702","chr1:9823643-9823984",0.0458515283842795,0.0823170731707317,0.0521327014218009,0,0,0,0.0606936416184971,0,0.0786026200873362,0.0762331838565022,0.0732984293193717,0.14,0.0833333333333333,0,0.0806451612903226,0.0862944162436548
"2703","chr1:98661701-98661911",0.248587570621469,0.23943661971831,1,1,0.256880733944954,1,1,0.247191011235955,0.225225225225225,1,1,1,0.263157894736842,1,1,0.217821782178218
"2704","chr1:98684885-98685067",0.751412429378531,0.76056338028169,0,0,0.743119266055046,0,0,0.752808988764045,0.774774774774775,0,0,0,0.736842105263158,0,0,0.782178217821782
"2705","chr1:9877905-9877989",0.825,0.801418439716312,0.808080808080808,0,0.719298245614035,0,0.747191011235955,0.714285714285714,1,0,0,0,0,0,0,0.813333333333333
"2706","chr1:9893009-9893237",0.09375,0.099290780141844,0.191919191919192,0,0.157894736842105,0.464285714285714,0.134831460674157,0.207792207792208,0,0.5,0.588235294117647,0,1,0.5625,0,0
"2707","chr1:9910095-9910336",0.08125,0.099290780141844,0,1,0.12280701754386,0.535714285714286,0.117977528089888,0.0779220779220779,0,0.5,0.411764705882353,1,0,0.4375,1,0.186666666666667
"2708","chr1:9942624-9942782",0,0,0,0,0,0,0,0,0,0,0,0,0.675824175824176,0,0,0
"2709","chr1:9943249-9943407",1,1,1,1,1,1,1,1,1,1,1,1,0.324175824175824,1,1,1
"2710","chr1:9943428-9943515",1,1,1,1,1,1,1,1,0.217948717948718,1,1,1,1,1,1,1
"2711","chr1:99646113-99646362",1,1,1,1,1,0.625,1,1,1,0,0,0,1,0,0,1
"2712","chr1:99686930-99686963",0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0
"2713","chr1:9972018-9972503",0,0,0,0,0,0,0,0,0.782051282051282,0,0,0,0,0,0,0
"2714","chr1:99740793-99740940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2715","chr1:99748897-99749001",1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1
"2716","chr1:99850361-99850415",1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0
"2717","chr1:99876458-99876597",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2718","chr1:999526-1000172",1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1
"2719","chr1:99969351-99970300",0.276190476190476,0.380952380952381,0.5625,0.298245614035088,0.516129032258065,0,0.383561643835616,0.466666666666667,0.508196721311475,0.483333333333333,0.509090909090909,0.432835820895522,0.388888888888889,0.288461538461538,0.13953488372093,0.520833333333333
"2720","chr1:99970011-99970162",0.0828571428571429,1,1,0.064638783269962,0.064,0,0.571428571428571,1,1,1,0.121739130434783,1,1,0.416666666666667,0.0559006211180124,1
"2721","chr1:99970436-99970644",0.323809523809524,0.619047619047619,0.4375,0.701754385964912,0.483870967741935,0.182926829268293,0.328767123287671,0.533333333333333,0.491803278688525,0.516666666666667,0.490909090909091,0.567164179104478,0.611111111111111,0.307692307692308,0.170542635658915,0.479166666666667
"2722","chr1:99974971-99975069",0.4,0,0,0,0,0,0.287671232876712,0,0,0,0,0,0,0.403846153846154,0,0
"2723","chr1:99993537-99993745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689922480620155,0
"2724","chr10:100009838-100009947",0.164383561643836,0,0,0,0,0,0.245283018867925,0,0,0,0,0,0,0,0,0
"2725","chr10:100185514-100186033",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2726","chr10:100225923-100226017",0.628571428571429,0.507936507936508,1,0.535714285714286,0,0.574074074074074,0.753623188405797,1,0.573529411764706,0,0,0,0.596491228070175,0.731707317073171,0.735849056603774,0.660377358490566
"2727","chr10:100229428-100229596",0.371428571428571,0.492063492063492,0,0.464285714285714,1,0.425925925925926,0.246376811594203,0,0.426470588235294,1,1,1,0.403508771929825,0.268292682926829,0.264150943396226,0.339622641509434
"2728","chr10:100261979-100262063",0.517985611510791,0,0,0,0.438775510204082,0.494845360824742,0,0.504672897196262,0,0.5,0.566666666666667,0.524752475247525,0.482456140350877,0.475247524752475,0,0.406976744186047
"2729","chr10:100267571-100267680",0.482014388489209,1,1,1,0.561224489795918,0.505154639175258,1,0.495327102803738,1,0.5,0.433333333333333,0.475247524752475,0.517543859649123,0.524752475247525,1,0.593023255813954
"2730","chr10:100286097-100286378",0.848184818481848,0.780487804878049,0.708994708994709,0.80952380952381,0.78021978021978,0.839779005524862,0.811158798283262,0.881516587677725,0.669950738916256,0,0,0,0.77292576419214,0.778301886792453,0.783625730994152,0.71063829787234
"2731","chr10:100286605-100286680",0.151815181518152,0.219512195121951,0.291005291005291,0.19047619047619,0.21978021978022,0.160220994475138,0.188841201716738,0.118483412322275,0.330049261083744,1,1,1,0.22707423580786,0.221698113207547,0.216374269005848,0.28936170212766
"2732","chr10:100347233-100347531",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2733","chr10:100373513-100375033",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2734","chr10:100488858-100490556",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2735","chr10:100529767-100529881",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2736","chr10:100529767-100530000",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2737","chr10:100535915-100536135",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2738","chr10:100827009-100827095",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2739","chr10:100912963-100913886",1,1,1,1,1,1,1,1,1,1,1,1,1,0.3,0.639344262295082,1
"2740","chr10:100915999-100916042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360655737704918,0
"2741","chr10:100945330-100945506",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0
"2742","chr10:100979102-100979271",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2743","chr10:100980122-100980344",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2744","chr10:100987313-100987515",1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
"2745","chr10:100987367-100989453",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2746","chr10:100998687-100998981",0.021484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2747","chr10:100999476-101003177",0.978515625,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
"2748","chr10:101032314-101032482",1,1,1,1,1,0,1,1,1,0,0.207692307692308,1,1,1,1,0.184873949579832
"2749","chr10:101034692-101034855",0,0,0,0,0,0,0,0,0,0,0.792307692307692,0,0,0,0,0.815126050420168
"2750","chr10:101060029-101061005",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2751","chr10:101061989-101062115",1,1,0.285714285714286,0.201834862385321,0.258823529411765,0.26605504587156,0.164285714285714,0.0882352941176471,0.179775280898876,0.261904761904762,1,1,1,0.375,0,0.357142857142857
"2752","chr10:101064206-101064421",0,0,0.714285714285714,0.798165137614679,0.741176470588235,0.73394495412844,0.835714285714286,0.911764705882353,0.820224719101124,0.738095238095238,0,0,0,0.625,1,0.642857142857143
"2753","chr10:101354033-101354228",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2754","chr10:101587122-101587200",0.140350877192982,0,0,0,0,0,0,0.160493827160494,0,0,0,0,0,0,0,0
"2755","chr10:101587246-101588270",0.859649122807018,1,1,1,1,1,1,0.839506172839506,1,1,1,1,1,1,1,1
"2756","chr10:101588309-101588400",0.568807339449541,1,1,0.650684931506849,1,1,0.598360655737705,1,0.64,1,0.560975609756098,0.553398058252427,0.591397849462366,0.555555555555556,0.561797752808989,0.612403100775194
"2757","chr10:101594658-101594738",0.431192660550459,0,0,0.349315068493151,0,0,0.401639344262295,0,0.36,0,0.439024390243902,0.446601941747573,0.408602150537634,0.444444444444444,0.438202247191011,0.387596899224806
"2758","chr10:101676341-101676714",0.779874213836478,0.71969696969697,0.651162790697674,0.8125,0.796747967479675,0.760869565217391,0.663934426229508,0.78448275862069,0.814814814814815,0.717741935483871,0.747474747474748,0.731182795698925,0.702702702702703,0.814814814814815,0.727272727272727,0.84
"2759","chr10:101694381-101695295",0.220125786163522,0.28030303030303,0.348837209302326,0.1875,0.203252032520325,0.239130434782609,0.336065573770492,0.21551724137931,0.185185185185185,0.282258064516129,0.252525252525253,0.268817204301075,0.297297297297297,0.185185185185185,0.272727272727273,0.16
"2760","chr10:101783273-101783446",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2761","chr10:101813030-101813127",0.65359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2762","chr10:101813555-101813606",0.19281045751634,0.516129032258065,0.4,0.603174603174603,0.662337662337662,0.511627906976744,0.561797752808989,0,0.560509554140127,0.446280991735537,0,0,0.648148148148148,0.615384615384615,0.5,0.602040816326531
"2763","chr10:101817824-101818465",0.15359477124183,0.483870967741935,0.6,0.396825396825397,0.337662337662338,0.488372093023256,0.438202247191011,1,0.439490445859873,0.553719008264463,1,1,0.351851851851852,0.384615384615385,0.5,0.397959183673469
"2764","chr10:102040013-102040125",0,0,0,0.765432098765432,0.708860759493671,0,0,0,0,0,0,0,0,0,0,0.650793650793651
"2765","chr10:102056085-102056193",1,1,1,0.234567901234568,0.291139240506329,1,1,1,1,1,1,1,1,1,1,0.349206349206349
"2766","chr10:102114406-102114946",0.774603174603175,0.711191335740072,0.739130434782609,0.72192513368984,0.714285714285714,0.745945945945946,0.736559139784946,0.707142857142857,0.740740740740741,0.737327188940092,0.706214689265537,0,0.768817204301075,0.726829268292683,0.74496644295302,0.731428571428571
"2767","chr10:102120086-102120368",0.225396825396825,0.288808664259928,0.260869565217391,0.27807486631016,0.285714285714286,0.254054054054054,0.263440860215054,0.292857142857143,0.259259259259259,0.262672811059908,0.293785310734463,1,0.231182795698925,0.273170731707317,0.25503355704698,0.268571428571429
"2768","chr10:102132994-102133221",1,1,1,1,1,1,0.213235294117647,0.222222222222222,1,1,1,1,1,0.261363636363636,1,0.220689655172414
"2769","chr10:102137850-102138038",0,0,0,0,0,0,0.786764705882353,0.777777777777778,0,0,0,0,0,0.738636363636364,0,0.779310344827586
"2770","chr10:102152176-102152530",1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0
"2771","chr10:102245371-102245880",1,1,1,1,0.385964912280702,1,1,0.461538461538462,1,1,1,1,1,1,1,1
"2772","chr10:102258929-102259034",0,0,0,0,0.614035087719298,0,0,0.538461538461538,0,0,0,0,0,0,0,0
"2773","chr10:102394110-102394774",0,0,0,0,0,0,0,0,0,0.133802816901408,0.149532710280374,0.1875,0,0.12037037037037,0,0
"2774","chr10:102395693-102396334",0.673913043478261,0.507936507936508,0.576923076923077,0.555555555555556,1,1,0.516666666666667,1,0.671875,0.485915492957746,0.542056074766355,0.8125,0.674157303370786,0.574074074074074,0.675925925925926,0.684684684684685
"2775","chr10:102399577-102400194",0.326086956521739,0.492063492063492,0.423076923076923,0.444444444444444,0,0,0.483333333333333,0,0.328125,0.380281690140845,0.308411214953271,0,0.325842696629214,0.305555555555556,0.324074074074074,0.315315315315315
"2776","chr10:102420836-102421182",0,1,0,0,0,0,0,0,0,0,0.305555555555556,1,0,0,0,0
"2777","chr10:102421787-102422292",0,0,0,0,0,0,0,0,0,0,0.694444444444444,0,0,0,0,0
"2778","chr10:102425115-102425198",0.747663551401869,0.715762273901809,0.759259259259259,0.827683615819209,0.820652173913043,0.771331058020478,0.75,0.824362606232295,0.773462783171521,0.699619771863118,0.699248120300752,0.727272727272727,0.827160493827161,0.761904761904762,0.758893280632411,0.767441860465116
"2779","chr10:102432526-102432584",0.252336448598131,0.284237726098191,0.240740740740741,0.172316384180791,0.179347826086957,0.228668941979522,0.25,0.175637393767705,0.226537216828479,0.300380228136882,0.300751879699248,0.272727272727273,0.172839506172839,0.238095238095238,0.241106719367589,0.232558139534884
"2780","chr10:102449816-102450360",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2781","chr10:102451386-102451543",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2782","chr10:102472835-102472981",0,0,0,0,0,0,0,0,0,0,0,0,0.0429042904290429,0,0,0
"2783","chr10:102502600-102502712",1,1,1,1,1,1,1,1,1,1,1,1,0.957095709570957,1,1,1
"2784","chr10:102503972-102504334",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2785","chr10:102644479-102645187",0.83955223880597,1,1,1,1,0.805970149253731,1,1,1,1,1,1,1,1,1,1
"2786","chr10:102656106-102656137",0.16044776119403,0,0,0,0,0.194029850746269,0,0,0,0,0,0,0,0,0,0
"2787","chr10:102705346-102705489",0.864406779661017,0.896373056994819,1,0.846715328467153,0.901734104046243,0.865671641791045,0.875968992248062,0.885906040268456,1,1,1,1,0,0.855263157894737,0.840579710144927,0.853658536585366
"2788","chr10:102714273-102714397",0.135593220338983,0.103626943005181,0,0.153284671532847,0.0982658959537572,0.134328358208955,0.124031007751938,0.114093959731544,0,0,0,0,1,0.144736842105263,0.159420289855072,0.146341463414634
"2789","chr10:102714538-102714995",1,1,1,0.235294117647059,0.685185185185185,1,0.620689655172414,1,1,1,1,1,1,1,1,1
"2790","chr10:102715223-102715328",0,0,0,0,0,0,0.379310344827586,0,0,0,0,0,0,0,0,0
"2791","chr10:102716589-102716711",0,0,0,0,0.314814814814815,0,0,0,0,0,0,0,0,0,0,0
"2792","chr10:102732859-102732908",0,0,0,0.423529411764706,0,0,0,0,0,0,0,0,0,0,0,0
"2793","chr10:102733554-102733603",0,0,0,0.341176470588235,0,0,0,0,0,0,0,0,0,0,0,0
"2794","chr10:102743948-102744143",1,1,0.252873563218391,0.294736842105263,1,0.305555555555556,1,1,1,1,1,1,1,1,1,1
"2795","chr10:102797993-102798095",0,0,0.747126436781609,0.705263157894737,0,0.694444444444444,0,0,0,0,0,0,0,0,0,0
"2796","chr10:102854259-102854427",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2797","chr10:102854272-102854427",0.818965517241379,1,0.767441860465116,0.8,0.865384615384615,0.819672131147541,0.746666666666667,1,1,1,1,1,1,1,1,0.8
"2798","chr10:102869470-102869593",0.631578947368421,1,0.615384615384615,0.64,0.5,0.576923076923077,0.547619047619048,0,1,1,1,0,1,1,1,0.541666666666667
"2799","chr10:102869805-102869845",0.181034482758621,0,0.232558139534884,0.2,0.134615384615385,0.180327868852459,0.253333333333333,0,0,0,0,0,0,0,0,0.2
"2800","chr10:102918294-102920101",1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1
"2801","chr10:103153291-103153627",0.310344827586207,0.560975609756098,0.261682242990654,0.251533742331288,0.228187919463087,0.247311827956989,0.234848484848485,0.4375,0.160839160839161,0.225806451612903,0.20952380952381,0.345454545454545,0.308510638297872,0.172932330827068,0.166666666666667,0.261261261261261
"2802","chr10:103176486-103176899",0.0689655172413793,0,0,0.0858895705521472,0,0,0,0,0.0979020979020979,0,0,0,0.148936170212766,0,0.130434782608696,0
"2803","chr10:103181185-103181328",0.471264367816092,0,0.467289719626168,0.484662576687117,0.516778523489933,0.516129032258065,0.507575757575758,0,0.524475524475524,0.475806451612903,0.542857142857143,0,0,0.518796992481203,0.456521739130435,0.441441441441441
"2804","chr10:103193236-103193306",0.149425287356322,0.439024390243902,0.271028037383178,0.177914110429448,0.25503355704698,0.236559139784946,0.257575757575758,0.5625,0.216783216783217,0.298387096774194,0.247619047619048,0.654545454545455,0.542553191489362,0.308270676691729,0.246376811594203,0.297297297297297
