ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2301	"ENSG00000172831.14"	"CES2"	chr16	+	66941767	66941848	66942104	66942249	66941505	66941646	66942647	66942737	2301	136,117	395,314	132,93,92	420,333,245	230	294	0.393447883656	0.9354298317643098	0.306,0.323	0.287,0.263,0.324	0.023
2302	"ENSG00000159593.15"	"NAE1"	chr16	-	66805911	66806026	66808520	66808613	66802877	66803118	66808988	66809075	2302	564,423	0,0	706,583,441	0,5,0	242	264	1	1.0	1.0,1.0	1.0,0.992,1.0	0.003
2303	"ENSG00000159593.15"	"NAE1"	chr16	-	66808520	66808613	66808988	66809075	66805911	66806026	66810373	66810413	2303	434,288	357,312	578,460,306	482,406,312	236	242	0.748191673999	1.0	0.555,0.486	0.552,0.537,0.501	-0.009
2304	"ENSG00000159593.15"	"NAE1"	chr16	-	66808988	66809075	66810373	66810413	66808520	66808613	66810696	66810772	2304	209,119	471,313	248,193,120	553,462,348	189	236	0.876795595496	1.0	0.357,0.322	0.359,0.343,0.301	0.005
2305	"ENSG00000159593.15"	"NAE1"	chr16	-	66816580	66816672	66817424	66817487	66813786	66813846	66818527	66818637	2305	300,242	424,317	385,250,194	480,397,282	212	241	0.75822610726	1.0	0.446,0.465	0.477,0.417,0.439	0.011
2306	"ENSG00000159593.15"	"NAE1"	chr16	-	66823226	66823306	66823528	66823600	66821449	66821559	66824854	66824885	2306	179,154	469,336	241,203,132	497,443,311	221	229	0.442086086249	0.9744746654655458	0.283,0.322	0.334,0.322,0.305	-0.018
2307	"ENSG00000159593.15"	"NAE1"	chr16	-	66823528	66823600	66824854	66824885	66823226	66823306	66826522	66826583	2307	60,53	224,155	84,66,63	251,260,148	180	221	0.597266615482	1.0	0.247,0.296	0.291,0.238,0.343	-0.019
2308	"ENSG00000159593.15"	"NAE1"	chr16	-	66827459	66827564	66827934	66828077	66826676	66826780	66830846	66830976	2308	13,4	0,0	21,13,9	0,1,0	292	254	1	1.0	1.0,1.0	1.0,0.919,1.0	0.027
2309	"ENSG00000159593.15"	"NAE1"	chr16	-	66827459	66827564	66827979	66828077	66826676	66826780	66830846	66830976	2309	31,23	0,0	54,46,32	0,1,0	247	254	1	1.0	1.0,1.0	1.0,0.979,1.0	0.007
2310	"ENSG00000135720.13"	"DYNC1LI2"	chr16	-	66725827	66725944	66727687	66727805	66720892	66723822	66728200	66728242	2310	486,381	301,201	729,545,429	442,379,255	267	266	0.409979779557	0.9513787235654777	0.617,0.654	0.622,0.589,0.626	0.023
2311	"ENSG00000135720.13"	"DYNC1LI2"	chr16	-	66727687	66727805	66728200	66728242	66725827	66725944	66729039	66729099	2311	133,69	283,196	186,133,95	390,313,218	191	267	0.597084965236	1.0	0.396,0.33	0.4,0.373,0.379	-0.021
2312	"ENSG00000135720.13"	"DYNC1LI2"	chr16	-	66742437	66742668	66749196	66749313	66736074	66736244	66751272	66751346	2312	310,181	488,386	415,395,266	720,593,417	266	298	0.30144033991	0.8474916670338165	0.416,0.344	0.392,0.427,0.417	-0.032
2318	"ENSG00000254788.7"	"CKLF-CMTM1"	chr16	+	66558189	66558348	66563121	66563217	66552678	66552793	66577103	66577202	2318	181,139	123,92	285,255,174	170,145,119	298	245	0.505067352242	1.0	0.547,0.554	0.58,0.591,0.546	-0.022
2320	"ENSG00000166548.17"	"TK2"	chr16	-	66536963	66537017	66541878	66541953	66531379	66531469	66548977	66549009	2320	10,5	37,28	11,12,2	35,27,24	224	203	0.637052889226	1.0	0.197,0.139	0.222,0.287,0.07	-0.025
2326	"ENSG00000103021.10"	"CFAP263"	chr16	+	58252726	58252853	58253997	58254159	58249935	58250115	58258367	58258523	2326	20,25	45,39	39,47,30	91,54,51	276	298	0.651331798354	1.0	0.324,0.409	0.316,0.484,0.388	-0.03
2327	"ENSG00000070770.10"	"CSNK2A2"	chr16	-	58168609	58168693	58174450	58174510	58167684	58167795	58184259	58184310	2327	84,54	174,123	80,80,57	198,183,159	209	233	0.367568603509	0.9144641431440956	0.35,0.329	0.311,0.328,0.286	0.031
2328	"ENSG00000070770.10"	"CSNK2A2"	chr16	-	58168609	58168693	58174450	58174510	58167684	58167795	58196732	58196844	2328	3,0	170,123	4,4,0	195,177,153	209	233	0.639596813404	1.0	0.019,0.0	0.022,0.025,0.0	-0.006
2329	"ENSG00000205336.14"	"ADGRG1"	chr16	+	57621690	57621845	57641590	57641708	57620095	57620136	57650252	57650351	2329	0,1	426,300	1,2,0	618,563,390	298	267	1	1.0	0.0,0.003	0.001,0.003,0.0	0.0
2330	"ENSG00000088682.14"	"COQ9"	chr16	+	57456930	57457015	57458245	57458350	57456503	57456646	57459564	57459720	2330	510,395	708,600	577,507,385	742,584,438	234	254	0.0686380751958	0.4528325745507885	0.439,0.417	0.458,0.485,0.488	-0.049
2331	"ENSG00000005194.15"	"CIAPIN1"	chr16	-	57431150	57431266	57432486	57432560	57430257	57430339	57434043	57434212	2331	308,202	442,329	339,274,211	517,414,305	223	265	0.886333979722	1.0	0.453,0.422	0.438,0.44,0.451	-0.006
2332	"ENSG00000140848.17"	"CPNE2"	chr16	+	57119560	57119650	57121092	57121191	57119194	57119278	57121673	57121760	2332	119,73	204,147	98,84,48	112,90,82	239	248	0.0261576981889	0.2733680203087662	0.377,0.34	0.476,0.492,0.378	-0.09
2333	"ENSG00000140848.17"	"CPNE2"	chr16	+	57121092	57121191	57121673	57121760	57119560	57119650	57123413	57123473	2333	220,118	274,188	137,99,61	235,154,105	248	236	0.186913768911	0.6970207439582058	0.433,0.374	0.357,0.38,0.356	0.039
2334	"ENSG00000140848.17"	"CPNE2"	chr16	+	57134774	57134826	57137148	57137282	57127848	57127903	57146084	57146321	2334	173,135	188,100	111,102,75	163,157,115	201	283	0.00179937548622	0.05192915381438506	0.564,0.655	0.489,0.478,0.479	0.127
2335	"ENSG00000102900.13"	"NUP93"	chr16	+	56838951	56839069	56839520	56839604	56837607	56837726	56841704	56841833	2335	367,261	331,199	400,354,286	349,273,224	267	233	0.795774630074	1.0	0.492,0.534	0.5,0.531,0.527	-0.006
2336	"ENSG00000125124.14"	"BBS2"	chr16	-	56500853	56501025	56501352	56501497	56499777	56499907	56502316	56502456	2336	198,156	167,146	262,206,141	210,156,127	294	298	0.522738831974	1.0	0.546,0.52	0.558,0.572,0.529	-0.02
2337	"ENSG00000087263.17"	"OGFOD1"	chr16	+	56454773	56454921	56458547	56458594	56453262	56453408	56462533	56462634	2337	7,0	351,198	0,0,2	413,338,233	297	196	1	1.0	0.013,0.0	0.0,0.0,0.006	0.004
2338	"ENSG00000087263.17"	"OGFOD1"	chr16	+	56466875	56466967	56467164	56467293	56466151	56466268	56467904	56468018	2338	179,102	280,237	210,168,120	387,264,214	241	278	0.584160645649	1.0	0.424,0.332	0.385,0.423,0.393	-0.022
2339	"ENSG00000087263.17"	"OGFOD1"	chr16	+	56467164	56467293	56467904	56468018	56466875	56466967	56470002	56470082	2339	332,209	305,241	423,304,211	330,266,212	278	263	0.194708632012	0.7093148174874483	0.507,0.451	0.548,0.52,0.485	-0.039
2340	"ENSG00000087263.17"	"OGFOD1"	chr16	+	56467904	56468018	56470002	56470082	56467164	56467293	56470486	56470791	2340	248,189	195,135	348,249,173	234,208,163	263	229	0.649621717898	1.0	0.525,0.549	0.564,0.51,0.48	0.019
2342	"ENSG00000103479.17"	"RBL2"	chr16	+	53439015	53439146	53442657	53442858	53434417	53434796	53447041	53447106	2342	40,34	112,85	65,54,46	134,116,93	280	298	0.184198184348	0.6919161514411784	0.275,0.299	0.34,0.331,0.345	-0.052
2343	"ENSG00000103479.17"	"RBL2"	chr16	+	53442657	53442858	53447041	53447106	53439015	53439146	53451702	53451831	2343	151,139	50,31	217,161,96	61,46,43	298	214	0.440193091589	0.9740143608971942	0.684,0.763	0.719,0.715,0.616	0.04
2344	"ENSG00000177200.18"	"CHD9"	chr16	+	53296955	53297158	53303719	53304625	53292832	53293052	53306236	53306397	2344	31,26	19,7	71,44,23	22,20,9	298	298	0.674767950691	1.0	0.62,0.788	0.763,0.688,0.719	-0.019
2345	"ENSG00000090006.18"	"LTBP4"	chr19	+	40616888	40617020	40617099	40617225	40614314	40614446	40619346	40619493	2345	5,4	2,4	5,15,4	6,2,4	281	275	0.847406289998	1.0	0.71,0.495	0.449,0.88,0.495	-0.005
2346	"ENSG00000167207.15"	"NOD2"	chr16	+	50716890	50716974	50719924	50720008	50716586	50716670	50722621	50722705	2346	8,2	12,7	5,3,4	8,9,2	233	233	0.681023978713	1.0	0.4,0.222	0.385,0.25,0.667	-0.123
2347	"ENSG00000166164.17"	"BRD7"	chr16	-	50321981	50322038	50323586	50323698	50320662	50320774	50325747	50325883	2347	564,387	149,124	509,441,283	146,124,76	261	206	0.796858195284	1.0	0.749,0.711	0.733,0.737,0.746	-0.009
2348	"ENSG00000166164.17"	"BRD7"	chr16	-	50321981	50322038	50323586	50323698	50320662	50320777	50325747	50325883	2348	564,387	81,60	508,441,286	78,84,59	261	206	0.193281467936	0.7081915722927931	0.846,0.836	0.837,0.806,0.793	0.029
2349	"ENSG00000141646.17"	"SMAD4"	chr18	+	51049294	51049324	51054780	51054993	51048685	51048860	51058124	51058244	2349	60,36	419,275	50,40,19	484,350,240	179	298	0.0713667208817	0.45981301111765205	0.193,0.179	0.147,0.16,0.116	0.045
2350	"ENSG00000141646.17"	"SMAD4"	chr18	+	51051337	51051415	51052634	51052725	51049294	51049324	51054780	51054993	2350	2,0	4,5	5,0,0	5,7,1	227	240	0.174570611742	0.6771694474619905	0.346,0.0	0.514,0.0,0.0	0.002
2351	"ENSG00000141646.17"	"SMAD4"	chr18	+	51051353	51051415	51052634	51052725	51049294	51049324	51054780	51054993	2351	3,1	4,5	6,1,0	5,7,1	211	240	0.89507328064	1.0	0.46,0.185	0.577,0.14,0.0	0.084
2352	"ENSG00000141646.17"	"SMAD4"	chr18	+	51051376	51051415	51052634	51052725	51049294	51049324	51054780	51054993	2352	3,1	4,5	9,0,0	5,7,1	188	240	0.471296144145	0.9935783389560341	0.489,0.203	0.697,0.0,0.0	0.114
2353	"ENSG00000141646.17"	"SMAD4"	chr18	+	51054780	51054993	51058124	51058244	51049294	51049324	51058339	51058456	2353	393,229	390,305	378,295,212	464,398,245	298	269	0.465798192781	0.991636014893189	0.476,0.404	0.424,0.401,0.439	0.019
2354	"ENSG00000141646.17"	"SMAD4"	chr18	+	51054780	51054993	51059865	51059916	51049294	51049324	51065422	51065606	2354	393,229	151,89	377,295,212	117,120,77	298	200	0.561960516359	1.0	0.636,0.633	0.684,0.623,0.649	-0.017
2355	"ENSG00000102910.14"	"LONP2"	chr16	+	48256609	48256741	48258617	48258740	48252130	48252365	48261423	48261587	2355	236,191	243,149	321,285,155	334,269,165	281	272	0.399773596588	0.9418013288946125	0.485,0.554	0.482,0.506,0.476	0.032
2356	"ENSG00000102910.14"	"LONP2"	chr16	+	48258617	48258740	48261423	48261587	48252130	48252365	48262777	48262872	2356	29,22	293,192	54,29,14	395,323,208	272	298	0.92077303985	1.0	0.098,0.112	0.13,0.09,0.069	0.009
2357	"ENSG00000102910.14"	"LONP2"	chr16	+	48258617	48258740	48261423	48261587	48256609	48256741	48262777	48262872	2357	322,215	293,191	368,345,228	394,320,206	272	298	0.536441412409	1.0	0.546,0.552	0.506,0.542,0.548	0.017
2358	"ENSG00000102910.14"	"LONP2"	chr16	+	48261423	48261587	48262777	48262872	48252130	48252365	48270015	48270274	2358	0,2	245,149	2,3,2	258,215,157	298	244	1	1.0	0.0,0.011	0.006,0.011,0.01	-0.004
2359	"ENSG00000102910.14"	"LONP2"	chr16	+	48261423	48261587	48262777	48262872	48258617	48258740	48270015	48270274	2359	262,150	244,149	328,275,187	258,216,157	298	244	0.16243179772	0.6602948697094458	0.468,0.452	0.51,0.51,0.494	-0.045
2360	"ENSG00000102910.14"	"LONP2"	chr16	+	48296014	48296165	48299661	48299788	48277337	48277479	48303171	48303305	2360	317,248	445,302	392,362,234	528,390,310	298	276	0.632697266029	1.0	0.398,0.432	0.407,0.462,0.411	-0.012
2361	"ENSG00000102910.14"	"LONP2"	chr16	+	48296084	48296165	48299661	48299788	48277337	48277479	48303171	48303283	2361	2,0	445,302	0,2,1	528,390,310	230	276	1	1.0	0.005,0.0	0.0,0.006,0.004	-0.001
2362	"ENSG00000140798.17"	"ABCC12"	chr16	-	48100871	48101009	48104141	48104368	48096745	48096932	48105138	48105336	2362	3,0	3,4	27,30,26	24,26,17	298	287	0.0590265093128	0.4235697254297024	0.491,0.0	0.52,0.526,0.596	-0.302
2365	"ENSG00000141367.14"	"CLTC"	chr17	+	59644275	59644483	59651202	59651316	59619679	59620173	59655853	59656027	2365	3965,2558	4239,2933	5846,4535,3013	5583,4143,2828	298	263	0.074033530407	0.4673531663861629	0.452,0.435	0.48,0.491,0.485	-0.042
2366	"ENSG00000141367.14"	"CLTC"	chr17	+	59647397	59647666	59648239	59648401	59644275	59644483	59651202	59651316	2366	3583,2430	2770,1801	4578,3647,2562	3504,3124,2174	298	298	0.386831232307	0.9280753965823726	0.564,0.574	0.566,0.539,0.541	0.02
2367	"ENSG00000141367.14"	"CLTC"	chr17	+	59648239	59648401	59651202	59651316	59647397	59647666	59655853	59656027	2367	5398,3833	4239,2933	7336,6099,3916	5584,4145,2826	298	263	0.432582301417	0.9691783722428428	0.529,0.536	0.537,0.565,0.55	-0.018
2368	"ENSG00000141367.14"	"CLTC"	chr17	+	59648239	59648401	59651202	59651316	59647397	59647666	59660390	59660588	2368	5397,3831	30,14	7327,6091,3911	19,28,21	298	263	1	1.0	0.994,0.996	0.997,0.995,0.994	-0.0
2369	"ENSG00000141367.14"	"CLTC"	chr17	+	59651202	59651316	59655853	59656027	59648239	59648401	59660390	59660588	2369	2328,1537	3731,2404	2966,2734,1925	4557,3786,2615	263	298	0.268498308555	0.8125351625224178	0.414,0.42	0.424,0.45,0.455	-0.026
2370	"ENSG00000141367.14"	"CLTC"	chr17	+	59682270	59682428	59682628	59682793	59681646	59681839	59682906	59683014	2370	7282,5149	4777,3414	9483,7437,5372	6394,5042,3496	298	298	0.898282684883	1.0	0.604,0.601	0.597,0.596,0.606	0.003
2371	"ENSG00000102893.18"	"PHKB"	chr16	+	47663676	47663734	47665941	47666032	47661718	47661800	47669214	47669417	2371	154,112	169,124	143,138,72	201,184,112	207	240	0.0801258499261	0.48689981372491214	0.514,0.512	0.452,0.465,0.427	0.065
2372	"ENSG00000102893.18"	"PHKB"	chr16	+	47664884	47664975	47665941	47666032	47663676	47663734	47669214	47669417	2372	2,0	402,331	0,1,0	448,457,267	240	240	1	1.0	0.005,0.0	0.0,0.002,0.0	0.002
2373	"ENSG00000166123.14"	"GPT2"	chr16	+	46897647	46897737	46900681	46900790	46884693	46884958	46906841	46906975	2373	3,0	82,80	17,14,11	175,141,79	239	258	2.76528065393e-05	0.002996096937084565	0.038,0.0	0.095,0.097,0.131	-0.089
2374	"ENSG00000091651.9"	"ORC6"	chr16	+	46693092	46693182	46695561	46695674	46692381	46692545	46696016	46696085	2374	128,110	296,192	234,192,135	424,335,237	239	262	0.303195131456	0.8498195758615645	0.322,0.386	0.377,0.386,0.384	-0.028
2376	"ENSG00000273032.4"	"DGCR5"	chr22	+	18975890	18976109	18987756	18987900	18970536	18970658	18990719	18990924	2376	0,0	0,2	0,1,0	3,2,0	298	293	1	1.0	NA,0.0	0.0,0.33,NA	-0.165
2381	"ENSG00000290927.2"	"ENSG00000290927"	chr16	+	31705348	31705472	31705671	31705792	31704219	31704390	31705889	31706034	2381	12,12	58,45	33,29,30	108,76,58	273	270	0.0517286695072	0.3910216038164093	0.17,0.209	0.232,0.274,0.338	-0.092
2382	"ENSG00000290927.2"	"ENSG00000290927"	chr16	+	31705348	31705472	31705889	31706034	31704219	31704390	31706890	31707437	2382	12,11	62,35	29,26,29	103,92,64	273	294	0.228945424202	0.7616325459077711	0.172,0.253	0.233,0.233,0.328	-0.052
2383	"ENSG00000290927.2"	"ENSG00000290927"	chr16	+	31705671	31705781	31705889	31705994	31705348	31705472	31706890	31707437	2383	53,26	0,3	85,81,59	9,3,2	259	254	0.154008720043	0.6480573009576912	1.0,0.895	0.903,0.964,0.967	0.003
2384	"ENSG00000290927.2"	"ENSG00000290927"	chr16	+	31705671	31705781	31705889	31706034	31705348	31705472	31706890	31707437	2384	53,26	62,36	85,81,59	107,95,65	259	294	0.79894496399	1.0	0.492,0.45	0.474,0.492,0.507	-0.02
2385	"ENSG00000290927.2"	"ENSG00000290927"	chr16	+	31705671	31705792	31705889	31705994	31705348	31705472	31706890	31707437	2385	61,36	0,3	93,89,68	9,3,2	270	254	0.126264811738	0.5944486126370458	1.0,0.919	0.907,0.965,0.97	0.012
2386	"ENSG00000290927.2"	"ENSG00000290927"	chr16	+	31705671	31705792	31705889	31706034	31705348	31705472	31706890	31707437	2386	61,36	62,36	93,89,68	107,95,65	270	294	0.780264636852	1.0	0.517,0.521	0.486,0.505,0.533	0.011
2387	"ENSG00000008294.22"	"SPAG9"	chr17	-	50970706	50970856	50974770	50974947	50962173	50966387	50977107	50977221	2387	232,179	331,210	230,222,132	240,213,164	298	298	0.109827965582	0.5601120742313526	0.412,0.46	0.489,0.51,0.446	-0.046
2388	"ENSG00000008294.22"	"SPAG9"	chr17	-	50996564	50996694	50998443	50998617	50995443	50995533	50999660	50999717	2388	301,212	175,134	264,216,163	177,142,106	298	279	0.505412753874	1.0	0.617,0.597	0.583,0.587,0.59	0.02
2389	"ENSG00000089280.20"	"FUS"	chr16	+	31183857	31184002	31184938	31185179	31182512	31182664	31186801	31186836	2389	2467,1940	826,630	4093,3200,2460	1494,1338,857	294	298	0.179343003345	0.68269503209269	0.752,0.757	0.735,0.708,0.744	0.025
2390	"ENSG00000089280.20"	"FUS"	chr16	+	31183860	31184002	31184938	31185179	31182512	31182664	31186801	31186836	2390	1171,884	826,630	1963,1476,1178	1494,1338,857	291	298	0.250137445889	0.7904633497074376	0.592,0.59	0.574,0.53,0.585	0.028
2391	"ENSG00000089280.20"	"FUS"	chr16	+	31184208	31184396	31184938	31185179	31183857	31184002	31186801	31186836	2391	4024,3393	825,628	7251,5525,4180	1494,1339,857	298	298	0.268177038273	0.8124726750508916	0.83,0.844	0.829,0.805,0.83	0.016
2392	"ENSG00000089280.20"	"FUS"	chr16	+	31184938	31185179	31186801	31186836	31183857	31184002	31188324	31188357	2392	41,27	553,458	14,15,5	1056,820,559	298	184	5.31596988651e-12	1.2095350340349252e-08	0.044,0.035	0.008,0.011,0.005	0.032
2393	"ENSG00000089280.20"	"FUS"	chr16	+	31184938	31185179	31186801	31186836	31184208	31184396	31188324	31188357	2393	232,134	553,459	231,316,236	1056,817,558	298	184	0.539972338802	1.0	0.206,0.153	0.119,0.193,0.207	0.006
2394	"ENSG00000089280.20"	"FUS"	chr16	+	31190039	31190141	31190274	31190398	31189664	31189794	31190741	31190842	2394	1677,1313	664,479	2827,2458,1790	1177,1397,1051	251	273	0.00245381700512	0.0647052043717653	0.733,0.749	0.723,0.657,0.649	0.065
2395	"ENSG00000103507.14"	"BCKDK"	chr16	+	31110687	31110761	31111090	31111219	31110400	31110499	31111299	31111389	2395	260,192	721,517	212,139,143	586,533,409	223	278	0.284233012525	0.8287211430107474	0.31,0.316	0.311,0.245,0.304	0.026
2396	"ENSG00000103507.14"	"BCKDK"	chr16	+	31111090	31111219	31111299	31111389	31110687	31110761	31111868	31112567	2396	550,438	497,359	496,347,305	466,372,267	278	239	0.332364514355	0.8830494032878281	0.488,0.512	0.478,0.445,0.495	0.027
2397	"ENSG00000099381.20"	"SETD1A"	chr16	+	30966883	30967060	30967500	30967588	30965600	30966386	30969304	30969462	2397	85,80	96,40	135,126,97	112,101,93	298	237	0.686823813086	1.0	0.413,0.614	0.489,0.498,0.453	0.033
2398	"ENSG00000196118.12"	"CFAP119"	chr16	-	30759011	30759101	30759341	30759444	30757422	30757654	30760283	30760668	2398	3,0	0,1	3,4,7	3,11,4	252	239	0.0420758571911	0.3515961057096798	1.0,0.0	0.487,0.256,0.624	0.044
2399	"ENSG00000196118.12"	"CFAP119"	chr16	-	30759011	30759101	30759341	30759724	30757466	30757654	30760283	30760453	2399	0,3	0,1	18,14,17	3,11,4	298	239	1	1.0	NA,0.706	0.828,0.505,0.773	0.004
2400	"ENSG00000080603.17"	"SRCAP"	chr16	+	30720712	30720978	30721188	30721476	30720161	30720331	30722121	30722286	2400	182,104	238,137	280,202,193	421,215,192	298	298	0.471074986157	0.9935783389560341	0.433,0.432	0.399,0.484,0.501	-0.029
2401	"ENSG00000156858.12"	"PRR14"	chr16	+	30654628	30655214	30655350	30655420	30654229	30654339	30655501	30655593	2401	305,219	205,180	433,389,289	250,185,155	298	219	0.00722690688417	0.12918400218201526	0.522,0.472	0.56,0.607,0.578	-0.085
2402	"ENSG00000174943.11"	"KCTD13"	chr16	-	29906492	29907108	29910977	29911173	29905011	29905151	29911814	29911867	2402	104,63	0,0	113,136,79	0,1,0	298	298	1	1.0	1.0,1.0	1.0,0.993,1.0	0.002
2403	"ENSG00000178921.14"	"PFAS"	chr17	+	8255026	8255132	8255501	8255691	8254165	8254301	8255804	8255910	2403	66,27	62,43	84,74,48	108,75,47	255	298	0.805480478579	1.0	0.554,0.423	0.476,0.536,0.544	-0.03
2404	"ENSG00000108506.14"	"INTS2"	chr17	-	61877886	61878088	61881006	61881171	61874912	61875038	61884900	61885005	2404	49,22	68,39	60,43,32	96,59,49	298	298	0.929036359785	1.0	0.419,0.361	0.385,0.422,0.395	-0.011
2405	"ENSG00000213658.13"	"LAT"	chr16	+	28985853	28985888	28986134	28986216	28985712	28985740	28986384	28986446	2405	1,1	0,0	14,5,6	8,8,10	184	231	7.06944864893e-05	0.005735623445398964	1.0,1.0	0.687,0.44,0.43	0.481
2406	"ENSG00000169682.18"	"SPNS1"	chr16	+	28981469	28981615	28981900	28982056	28979404	28979471	28982355	28982545	2406	125,113	172,100	211,163,147	312,256,233	295	298	0.0611481843244	0.4290339787377616	0.423,0.533	0.406,0.391,0.389	0.083
2407	"ENSG00000169682.18"	"SPNS1"	chr16	+	28981900	28982056	28982355	28982545	28981469	28981615	28982856	28982922	2407	166,97	177,126	251,224,237	303,247,166	298	298	0.30467998632	0.8519378760741994	0.484,0.435	0.453,0.476,0.588	-0.046
2409	"ENSG00000188603.22"	"CLN3"	chr16	-	28479461	28479586	28479643	28479741	28477736	28477877	28482104	28482198	2409	27,26	2,0	46,34,27	1,0,2	247	274	1	1.0	0.937,1.0	0.981,1.0,0.937	-0.004
2410	"ENSG00000188603.22"	"CLN3"	chr16	-	28479461	28479586	28479643	28479765	28477736	28477877	28482104	28482198	2410	55,44	2,0	75,73,60	1,0,2	271	274	0.851373938751	1.0	0.965,1.0	0.987,1.0,0.968	-0.003
2411	"ENSG00000188603.22"	"CLN3"	chr16	-	28479643	28479741	28482104	28482198	28477736	28477877	28482326	28482382	2411	1333,867	21,25	1408,1229,827	43,29,25	243	247	0.155677758871	0.6505707286844732	0.985,0.972	0.971,0.977,0.971	0.005
2412	"ENSG00000188603.22"	"CLN3"	chr16	-	28482104	28482672	28484005	28484118	28477736	28477877	28486346	28486490	2412	353,222	619,451	400,395,293	695,630,411	262	298	0.123864771386	0.5908338466201922	0.393,0.359	0.396,0.416,0.448	-0.044
2413	"ENSG00000188603.22"	"CLN3"	chr16	-	28484005	28484118	28487455	28488662	28477736	28477877	28489289	28489386	2413	332,256	2,6	440,343,255	0,0,3	298	262	0.870455968695	1.0	0.993,0.974	1.0,1.0,0.987	-0.012
2414	"ENSG00000188603.22"	"CLN3"	chr16	-	28484005	28484118	28486346	28486490	28482625	28482672	28486577	28486650	2414	191,109	353,262	195,203,175	335,321,221	293	262	0.0138708886079	0.1875395949558772	0.326,0.271	0.342,0.361,0.415	-0.074
2415	"ENSG00000188603.22"	"CLN3"	chr16	-	28487455	28487541	28488590	28488662	28484005	28484118	28489289	28489386	2415	329,256	18,3	434,340,253	7,12,11	221	235	0.55776140948	1.0	0.951,0.989	0.985,0.968,0.961	-0.001
2416	"ENSG00000188603.22"	"CLN3"	chr16	-	28487661	28487741	28488590	28488662	28487455	28487541	28489289	28489386	2416	339,259	471,337	460,370,267	472,406,282	221	229	0.0354129675492	0.32248275251921577	0.427,0.443	0.502,0.486,0.495	-0.059
2417	"ENSG00000188603.22"	"CLN3"	chr16	-	28487661	28487741	28488590	28488662	28487455	28487541	28491481	28491560	2417	8,3	473,335	14,16,10	468,401,284	221	229	0.00305977690258	0.07508947107456342	0.017,0.009	0.03,0.04,0.035	-0.022
2418	"ENSG00000188603.22"	"CLN3"	chr16	-	28487661	28487741	28489289	28489386	28487455	28487541	28491481	28491560	2418	228,166	473,335	232,199,196	468,401,284	246	229	0.337518006755	0.8878182740847278	0.31,0.316	0.316,0.316,0.391	-0.028
2420	"ENSG00000188603.22"	"CLN3"	chr16	-	28488590	28488662	28489289	28489386	28487455	28487541	28491481	28491560	2420	228,166	8,3	232,199,196	14,16,10	246	221	0.00860624004173	0.14323049649387015	0.962,0.98	0.937,0.918,0.946	0.037
2422	"ENSG00000188603.22"	"CLN3"	chr16	-	28488590	28488662	28489289	28489386	28487661	28487741	28491481	28491560	2422	212,162	380,283	218,196,192	411,329,275	246	221	0.610849505975	1.0	0.334,0.34	0.323,0.349,0.385	-0.015
2423	"ENSG00000188603.22"	"CLN3"	chr16	-	28488590	28488662	28490318	28490416	28487661	28487741	28491481	28491560	2423	1,0	380,283	0,0,0	411,329,275	247	221	1	1.0	0.002,0.0	0.0,0.0,0.0	0.001
2425	"ENSG00000188603.22"	"CLN3"	chr16	-	28489289	28489386	28490318	28490416	28487661	28487741	28491481	28491560	2425	1,0	212,162	0,0,0	218,196,192	247	246	1	1.0	0.005,0.0	0.0,0.0,0.0	0.003
2426	"ENSG00000188603.22"	"CLN3"	chr16	-	28489289	28489386	28490318	28490416	28488590	28488662	28491481	28491560	2426	0,0	1043,814	1,0,0	1285,1017,804	247	246	1	1.0	0.0,0.0	0.001,0.0,0.0	-0.0
2427	"ENSG00000188603.22"	"CLN3"	chr16	-	28489289	28489386	28491481	28491560	28488590	28488662	28491713	28491835	2427	103,78	627,498	143,119,153	800,625,458	228	246	0.0215998052039	0.24398588473937258	0.151,0.145	0.162,0.17,0.265	-0.051
2428	"ENSG00000261832.6"	"ENSG00000261832"	chr16	-	28484005	28484118	28487455	28487541	28482625	28482672	28488590	28488662	2428	5,2	350,259	14,17,7	331,318,214	235	262	0.000138967254162	0.009455447102590735	0.016,0.009	0.045,0.056,0.035	-0.033
2429	"ENSG00000261832.6"	"ENSG00000261832"	chr16	-	28488590	28488662	28491481	28491513	28487455	28487541	28491713	28491835	2429	2,0	8,3	0,2,0	13,16,9	181	221	0.968704511699	1.0	0.234,0.0	0.0,0.132,0.0	0.073
2430	"ENSG00000261832.6"	"ENSG00000261832"	chr16	-	28488590	28488662	28491481	28491560	28487455	28487541	28491713	28491835	2430	105,77	8,3	141,124,150	13,16,9	228	221	0.165335157257	0.6644696062660204	0.927,0.961	0.913,0.883,0.942	0.031
2431	"ENSG00000261832.6"	"ENSG00000261832"	chr16	-	28488590	28488662	28491481	28491560	28487661	28487741	28491713	28491790	2431	108,78	380,282	140,120,155	408,329,272	228	221	0.00940283171639	0.15066287801503375	0.216,0.211	0.25,0.261,0.356	-0.075
